user_id,signup_ts,country,acquisition_channel,signup_intent,platform
user_1037,2025-12-28T12:56:30.037649,IN,organic,learn,web
user_1038,2026-01-27T03:36:21.304177,US,referral,learn,web
user_1039,2025-12-15T16:18:52.274285,US,organic,build_app,web
user_1040,2025-12-22T06:18:34.959644,BR,organic,build_app,web
user_1041,2025-12-24T14:26:00.354666,BR,referral,build_app,desktop
user_1042,2025-12-18T21:18:07.315650,BR,organic,build_app,desktop
user_1043,2026-01-05T05:43:05.776158,GB,referral,build_app,web
user_1044,2026-01-10T15:49:58.660336,IN,paid,prototype,web
user_1045,2025-12-29T07:47:14.179376,GB,organic,build_app,web
user_1046,2025-12-19T21:20:29.880927,DE,organic,build_app,web
user_1047,2026-01-20T11:49:57.229732,DE,organic,learn,desktop
user_1048,2026-01-20T04:49:44.731650,GB,referral,build_app,desktop
user_1049,2026-01-09T07:04:04.417396,DE,organic,build_app,web
user_1050,2025-12-21T04:45:41.315292,BR,organic,learn,web
user_1051,2026-01-08T09:15:51.174541,CA,organic,prototype,web
user_1052,2026-01-12T07:53:09.077569,US,referral,prototype,web
user_1053,2026-01-03T06:33:20.579804,BR,organic,build_app,desktop
user_1054,2026-01-22T20:58:20.850938,US,organic,internal_tool,web
user_1055,2026-01-01T13:14:56.512950,IN,social,build_app,web
user_1056,2026-01-06T23:45:28.937406,GB,organic,learn,web
user_1057,2025-12-20T03:16:29.388642,CA,paid,prototype,web
user_1058,2026-01-09T08:38:05.508659,CA,paid,learn,desktop
user_1059,2026-01-18T11:45:49.994301,BR,organic,build_app,web
user_1060,2026-01-16T21:45:32.355591,GB,organic,build_app,web
user_1061,2025-12-26T13:32:21.486303,GB,paid,internal_tool,web
user_1062,2026-01-28T15:12:55.871419,DE,referral,build_app,desktop
user_1063,2026-01-16T09:31:43.963426,US,organic,internal_tool,web
user_1064,2026-01-03T01:39:09.414636,US,organic,build_app,web
user_1065,2026-01-02T16:06:04.348005,BR,organic,prototype,desktop
user_1066,2026-01-19T01:40:16.983152,BR,referral,build_app,web
user_1067,2025-12-22T21:44:12.960328,BR,organic,build_app,web
user_1068,2026-01-12T18:47:51.380266,IN,organic,internal_tool,web
user_1069,2026-01-16T08:20:47.894526,DE,organic,prototype,web
user_1070,2026-01-07T05:38:49.998193,BR,social,build_app,web
user_1071,2026-01-23T07:03:15.409495,IN,organic,learn,desktop
user_1072,2026-01-05T02:07:36.690077,DE,organic,build_app,web
user_1073,2026-01-04T22:05:03.006373,US,referral,prototype,web
user_1074,2025-12-27T19:27:14.400760,IN,organic,learn,web
user_1075,2026-01-25T08:55:16.909425,DE,organic,prototype,web
user_1076,2025-12-29T05:34:16.985237,IN,social,build_app,desktop
user_1077,2026-01-15T06:53:34.707986,US,organic,learn,web
user_1078,2026-01-02T10:06:04.218116,US,organic,internal_tool,desktop
user_1079,2026-01-26T02:15:29.024120,DE,referral,learn,desktop
user_1080,2026-01-26T15:47:46.018635,US,referral,internal_tool,desktop
user_1081,2025-12-16T08:26:16.985577,BR,organic,prototype,desktop
user_1082,2026-01-28T18:05:46.660627,US,organic,build_app,web
user_1083,2026-01-11T05:19:51.539371,BR,paid,build_app,desktop
user_1084,2025-12-18T07:45:42.305908,US,organic,learn,web
user_1085,2026-01-06T08:47:35.823550,CA,organic,internal_tool,desktop
user_1086,2025-12-17T05:25:46.901756,US,organic,build_app,web
user_1087,2026-01-08T16:48:19.156083,US,organic,learn,web
user_1088,2025-12-23T08:17:27.053790,DE,organic,learn,desktop
user_1089,2025-12-31T13:22:32.036807,BR,organic,build_app,desktop
user_1090,2025-12-28T17:04:34.053132,US,organic,learn,desktop
user_1091,2026-01-11T02:23:20.315407,IN,social,prototype,desktop
user_1092,2026-01-21T00:09:03.383311,DE,organic,build_app,desktop
user_1093,2026-01-26T03:27:34.403217,US,organic,prototype,web
user_1094,2025-12-29T19:10:00.227077,US,organic,build_app,desktop
user_1095,2026-01-09T15:15:54.504401,IN,organic,prototype,web
user_1096,2025-12-15T06:22:15.971340,US,organic,internal_tool,web
user_1097,2025-12-31T17:56:11.807989,US,social,build_app,web
user_1098,2026-01-27T05:33:36.464857,CA,organic,prototype,web
user_1099,2025-12-20T08:20:44.285701,US,paid,prototype,web
user_1100,2026-01-23T03:24:50.391607,CA,referral,build_app,web
user_1101,2026-01-13T08:42:20.205179,GB,social,prototype,web
user_1102,2025-12-28T05:24:18.818119,IN,paid,build_app,desktop
user_1103,2026-01-19T00:24:49.759105,GB,organic,internal_tool,desktop
user_1104,2025-12-28T00:25:25.960507,US,social,internal_tool,web
user_1105,2026-01-24T06:24:00.946611,IN,organic,prototype,web
user_1106,2025-12-18T17:22:47.602611,US,organic,build_app,web
user_1107,2025-12-20T08:30:44.998365,US,referral,build_app,web
user_1108,2026-01-17T18:00:47.359150,GB,organic,build_app,desktop
user_1109,2026-01-04T05:06:45.240370,US,paid,prototype,web
user_1110,2025-12-21T15:15:37.464606,GB,paid,prototype,desktop
user_1111,2026-01-07T02:30:31.569524,US,paid,build_app,desktop
user_1112,2025-12-28T08:43:35.952771,DE,organic,learn,desktop
user_1113,2026-01-08T17:15:37.822115,US,referral,prototype,web
user_1114,2026-01-17T11:12:39.734312,IN,organic,internal_tool,web
user_1115,2026-01-22T13:23:11.429857,CA,organic,build_app,web
user_1116,2025-12-17T15:43:12.650992,BR,referral,prototype,web
user_1117,2026-01-10T15:44:35.375793,US,social,learn,web
user_1118,2026-01-28T06:21:32.754459,US,organic,prototype,desktop
user_1119,2026-01-04T16:34:52.406391,IN,organic,learn,web
user_1120,2026-01-18T15:07:54.384025,BR,referral,prototype,web
user_1121,2025-12-19T09:02:29.454125,US,organic,build_app,desktop
user_1122,2026-01-23T07:23:18.628291,GB,organic,internal_tool,desktop
user_1123,2026-01-10T04:37:01.417404,GB,organic,internal_tool,web
user_1124,2026-01-23T23:19:27.267560,CA,paid,build_app,desktop
user_1125,2026-01-19T10:05:14.439692,US,paid,build_app,web
user_1126,2026-01-23T02:46:44.242559,US,organic,prototype,desktop
user_1127,2025-12-17T13:52:46.385657,GB,organic,build_app,web
user_1128,2026-01-16T04:45:57.730760,IN,paid,prototype,web
user_1129,2025-12-23T20:44:21.770388,US,organic,build_app,desktop
user_1130,2025-12-26T23:04:30.610117,US,organic,prototype,web
user_1131,2025-12-29T14:45:55.835621,US,organic,prototype,web
user_1132,2026-01-10T14:37:11.364862,DE,organic,internal_tool,web
user_1133,2026-01-12T06:05:23.243900,BR,organic,learn,web
user_1134,2026-01-25T21:57:28.617973,US,organic,build_app,desktop
user_1135,2025-12-15T13:44:09.106483,CA,organic,learn,desktop
user_1136,2025-12-23T16:54:48.810326,IN,paid,internal_tool,web
user_1137,2025-12-31T06:57:45.784162,IN,organic,build_app,web
user_1138,2026-01-20T19:26:50.594074,US,organic,prototype,web
user_1139,2026-01-08T17:54:05.179493,US,social,build_app,web
user_1140,2026-01-07T00:56:59.460524,US,organic,build_app,desktop
user_1141,2026-01-18T05:00:02.767001,GB,referral,prototype,web
user_1142,2026-01-13T11:27:50.317253,IN,organic,build_app,desktop
user_1143,2025-12-28T01:02:39.397667,US,paid,prototype,desktop
user_1144,2025-12-18T22:05:08.643581,IN,organic,build_app,desktop
user_1145,2026-01-04T19:17:28.665838,CA,social,build_app,web
user_1146,2026-01-23T14:34:46.953582,DE,social,prototype,web
user_1147,2026-01-10T21:59:32.431078,US,paid,build_app,web
user_1148,2025-12-17T09:33:07.882126,US,organic,build_app,desktop
user_1149,2026-01-03T19:16:59.561999,IN,paid,internal_tool,desktop
user_1150,2026-01-01T07:22:51.781685,US,referral,prototype,desktop
user_1151,2026-01-10T05:01:08.179235,CA,paid,prototype,desktop
user_1152,2026-01-10T10:05:48.726632,CA,paid,build_app,desktop
user_1153,2026-01-26T19:26:18.922338,US,organic,internal_tool,desktop
user_1154,2025-12-30T05:08:28.901283,IN,paid,prototype,web
user_1155,2026-01-02T08:44:35.288881,US,organic,build_app,desktop
user_1156,2026-01-11T14:35:42.085877,US,organic,learn,web
user_1157,2026-01-23T21:18:06.734639,US,organic,prototype,web
user_1158,2026-01-15T18:38:07.672756,US,organic,prototype,web
user_1159,2026-01-05T04:33:22.586005,DE,organic,prototype,desktop
user_1160,2026-01-20T15:43:52.795616,US,referral,build_app,web
user_1161,2026-01-05T20:07:50.082451,DE,organic,learn,desktop
user_1162,2026-01-27T08:36:17.026677,GB,organic,build_app,desktop
user_1163,2025-12-27T17:05:57.853127,IN,organic,build_app,web
user_1164,2025-12-20T17:34:59.697956,US,organic,prototype,web
user_1165,2026-01-21T08:49:54.795974,US,organic,internal_tool,desktop
user_1166,2025-12-28T09:04:58.567083,DE,organic,internal_tool,web
user_1167,2026-01-22T03:11:16.655157,DE,organic,build_app,desktop
user_1168,2026-01-11T10:09:25.970192,BR,organic,learn,desktop
user_1169,2026-01-06T21:40:33.806473,US,organic,build_app,web
user_1170,2025-12-18T21:59:39.582386,US,organic,build_app,web
user_1171,2026-01-19T09:13:14.673457,GB,paid,prototype,desktop
user_1172,2025-12-17T23:11:53.997762,DE,social,prototype,desktop
user_1173,2026-01-27T10:21:47.639073,US,organic,prototype,desktop
user_1174,2026-01-23T11:07:57.221596,BR,organic,internal_tool,web
user_1175,2025-12-28T15:12:21.887443,US,paid,prototype,web
user_1176,2025-12-20T18:05:43.656956,DE,organic,build_app,web
user_1177,2026-01-23T20:31:42.263977,IN,organic,prototype,desktop
user_1178,2026-01-05T14:14:19.001277,BR,paid,build_app,web
user_1179,2025-12-20T14:51:49.249618,US,organic,learn,web
user_1180,2026-01-06T10:24:14.249473,CA,organic,build_app,desktop
user_1181,2025-12-26T02:33:53.345381,CA,organic,prototype,desktop
user_1182,2026-01-02T08:27:44.015024,CA,referral,build_app,web
user_1183,2026-01-12T19:27:37.201271,BR,organic,learn,desktop
user_1184,2026-01-25T04:35:38.271515,US,referral,build_app,desktop
user_1185,2026-01-20T01:00:15.182943,CA,paid,learn,web
user_1186,2025-12-22T05:53:22.597202,DE,referral,build_app,web
user_1187,2026-01-05T11:31:21.314692,BR,paid,prototype,desktop
user_1188,2026-01-06T03:16:56.065634,DE,paid,internal_tool,desktop
user_1189,2026-01-28T12:38:29.028490,US,referral,learn,desktop
user_1190,2025-12-18T21:50:58.810135,GB,organic,build_app,web
user_1191,2026-01-06T23:37:44.607236,DE,organic,build_app,web
user_1192,2026-01-25T03:30:43.707639,US,paid,prototype,web
user_1193,2026-01-01T22:45:25.867149,US,organic,internal_tool,desktop
user_1194,2025-12-26T18:39:18.961244,US,organic,prototype,desktop
user_1195,2026-01-09T00:24:29.359905,IN,organic,learn,web
user_1196,2025-12-29T09:41:43.650935,CA,social,learn,web
user_1197,2026-01-25T17:14:43.668277,US,paid,internal_tool,web
user_1198,2025-12-18T19:34:57.613336,US,paid,prototype,desktop
user_1199,2025-12-24T07:14:40.224449,GB,organic,build_app,web
user_1200,2025-12-18T18:34:50.338150,US,organic,build_app,desktop
user_1201,2026-01-16T00:50:25.212110,US,organic,internal_tool,desktop
user_1202,2025-12-28T04:35:35.556428,BR,social,build_app,web
user_1203,2026-01-24T12:10:57.126274,US,organic,prototype,web
user_1204,2026-01-24T05:07:18.986232,DE,organic,prototype,desktop
user_1205,2026-01-26T03:17:51.312153,GB,paid,internal_tool,desktop
user_1206,2025-12-26T12:37:07.632599,IN,paid,prototype,web
user_1207,2025-12-15T00:42:33.476488,US,paid,build_app,desktop
user_1208,2026-01-01T10:36:49.863557,US,organic,internal_tool,desktop
user_1209,2026-01-27T07:34:05.105631,IN,organic,prototype,web
user_1210,2026-01-18T08:50:28.606104,CA,organic,internal_tool,web
user_1211,2025-12-17T16:25:57.613496,DE,organic,learn,web
user_1212,2026-01-15T14:46:40.873212,DE,organic,learn,desktop
user_1213,2026-01-25T06:25:43.015504,IN,organic,prototype,desktop
user_1214,2026-01-27T13:08:15.228688,US,referral,build_app,web
user_1215,2026-01-16T05:16:03.895094,DE,organic,learn,web
user_1216,2026-01-22T20:02:06.227469,US,organic,build_app,desktop
user_1217,2026-01-21T21:02:17.776075,US,paid,build_app,web
user_1218,2025-12-31T03:00:17.318454,GB,paid,learn,web
user_1219,2025-12-19T10:58:02.550694,US,paid,internal_tool,web
user_1220,2026-01-16T17:39:40.682283,DE,paid,learn,web
user_1221,2025-12-21T03:51:58.979861,BR,organic,build_app,web
user_1222,2026-01-01T06:56:04.848871,US,organic,build_app,desktop
user_1223,2026-01-28T19:23:41.402653,GB,organic,build_app,web
user_1224,2026-01-09T04:34:06.121701,US,organic,build_app,web
user_1225,2026-01-07T11:28:45.262135,CA,paid,learn,web
user_1226,2026-01-26T15:42:37.234789,US,social,learn,desktop
user_1227,2025-12-27T18:45:47.866742,DE,referral,build_app,web
user_1228,2026-01-28T23:23:07.438110,CA,organic,build_app,web
user_1229,2026-01-25T00:56:17.496961,GB,organic,build_app,desktop
user_1230,2025-12-31T09:00:58.787633,IN,referral,build_app,web
user_1231,2025-12-29T17:25:08.399318,US,referral,learn,web
user_1232,2025-12-20T16:41:18.366929,DE,organic,learn,desktop
user_1233,2026-01-25T04:53:28.766425,IN,organic,learn,desktop
user_1234,2025-12-23T08:40:28.982204,US,paid,internal_tool,web
user_1235,2025-12-15T09:41:49.027539,US,organic,internal_tool,web
user_1236,2026-01-24T01:16:57.763611,CA,organic,internal_tool,desktop
user_1237,2026-01-10T21:57:51.630350,IN,organic,learn,web
user_1238,2026-01-14T05:35:47.563650,US,organic,build_app,web
user_1239,2026-01-16T23:47:32.799437,DE,paid,learn,web
user_1240,2025-12-16T22:04:28.320037,IN,paid,internal_tool,desktop
user_1241,2025-12-19T03:12:12.232732,CA,paid,build_app,web
user_1242,2026-01-06T11:49:25.886819,IN,paid,build_app,web
user_1243,2025-12-17T06:16:54.578907,US,organic,build_app,web
user_1244,2026-01-06T16:40:02.366770,US,paid,internal_tool,desktop
user_1245,2026-01-17T03:14:44.793932,US,paid,learn,web
user_1246,2026-01-13T14:00:06.770238,CA,paid,build_app,web
user_1247,2026-01-11T17:58:46.080331,US,referral,prototype,desktop
user_1248,2025-12-17T02:07:05.420300,US,organic,build_app,web
user_1249,2025-12-25T15:35:14.180235,CA,organic,build_app,web
user_1250,2026-01-24T09:17:39.369477,US,organic,prototype,web
user_1251,2025-12-20T13:04:41.308644,DE,organic,internal_tool,web
user_1252,2026-01-07T23:52:53.776409,CA,referral,build_app,desktop
user_1253,2025-12-17T06:03:08.224828,CA,organic,prototype,web
user_1254,2026-01-26T06:20:19.751859,US,paid,learn,web
user_1255,2025-12-22T17:17:18.724223,IN,paid,learn,web
user_1256,2026-01-02T10:49:25.159314,US,organic,build_app,desktop
user_1257,2026-01-08T14:31:25.076867,DE,organic,build_app,web
user_1258,2026-01-16T08:08:37.813221,US,organic,learn,web
user_1259,2026-01-26T04:26:54.802370,US,organic,build_app,web
user_1260,2026-01-17T03:16:20.412600,US,organic,prototype,desktop
user_1261,2025-12-30T15:09:28.226228,US,organic,learn,desktop
user_1262,2025-12-18T09:22:00.406228,BR,organic,build_app,desktop
user_1263,2026-01-15T19:59:51.054848,US,paid,prototype,web
user_1264,2026-01-27T18:18:40.121745,US,paid,internal_tool,web
user_1265,2025-12-15T18:22:38.390781,US,organic,build_app,web
user_1266,2026-01-18T20:39:14.277165,US,paid,build_app,desktop
user_1267,2025-12-22T22:13:59.738123,US,organic,build_app,desktop
user_1268,2026-01-04T16:44:59.857272,US,paid,build_app,web
user_1269,2026-01-07T12:26:51.392963,BR,referral,learn,desktop
user_1270,2026-01-11T15:34:49.182202,US,referral,prototype,desktop
user_1271,2026-01-28T12:41:59.171842,DE,organic,prototype,desktop
user_1272,2026-01-14T22:23:39.400818,US,organic,build_app,web
user_1273,2026-01-01T15:46:42.285705,US,paid,learn,desktop
user_1274,2026-01-16T04:13:20.843859,US,paid,build_app,web
user_1275,2026-01-05T00:04:11.245482,CA,organic,build_app,web
user_1276,2026-01-02T14:10:10.518607,US,referral,build_app,web
user_1277,2025-12-31T10:54:19.705945,US,referral,internal_tool,web
user_1278,2026-01-06T04:52:42.895932,GB,paid,build_app,desktop
user_1279,2025-12-27T15:40:36.233992,US,organic,build_app,web
user_1280,2025-12-25T21:28:06.130665,US,social,prototype,desktop
user_1281,2025-12-21T16:20:38.357498,US,organic,build_app,desktop
user_1282,2026-01-03T19:26:33.326768,GB,organic,internal_tool,desktop
user_1283,2025-12-28T04:43:19.982271,US,organic,build_app,web
user_1284,2026-01-21T15:53:48.627677,CA,social,build_app,desktop
user_1285,2026-01-22T03:43:32.472143,US,paid,learn,desktop
user_1286,2025-12-30T11:23:12.498947,IN,organic,learn,web
user_1287,2026-01-11T20:40:24.425786,BR,organic,build_app,desktop
user_1288,2026-01-24T14:28:26.754138,IN,social,build_app,desktop
user_1289,2025-12-31T03:53:41.572578,IN,organic,build_app,desktop
user_1290,2026-01-08T23:05:34.755760,IN,paid,internal_tool,desktop
user_1291,2026-01-03T23:02:35.909877,US,paid,internal_tool,desktop
user_1292,2026-01-13T06:17:11.206216,CA,organic,build_app,web
user_1293,2026-01-27T04:33:09.155670,US,paid,build_app,web
user_1294,2025-12-21T05:42:48.896538,DE,organic,prototype,web
user_1295,2026-01-27T10:36:58.160885,IN,paid,prototype,desktop
user_1296,2026-01-13T22:59:31.909969,CA,referral,learn,web
user_1297,2026-01-19T19:32:24.549173,US,paid,internal_tool,desktop
user_1298,2026-01-12T13:55:53.600161,US,organic,internal_tool,desktop
user_1299,2026-01-23T03:56:32.479908,GB,paid,prototype,desktop
user_1300,2025-12-29T16:20:16.207264,IN,organic,learn,desktop
user_1301,2026-01-15T20:41:29.265944,DE,organic,internal_tool,desktop
user_1302,2025-12-26T21:14:31.466935,DE,paid,learn,web
user_1303,2026-01-06T21:20:59.330755,BR,paid,prototype,web
user_1304,2026-01-14T16:00:34.917569,GB,organic,learn,desktop
user_1305,2025-12-24T01:12:51.247254,BR,referral,prototype,web
user_1306,2025-12-17T18:03:07.809535,US,organic,build_app,desktop
user_1307,2026-01-19T14:13:26.259507,GB,organic,build_app,desktop
user_1308,2026-01-20T09:39:43.188483,US,organic,learn,desktop
user_1309,2026-01-13T22:55:04.976165,GB,social,build_app,web
user_1310,2025-12-29T11:08:46.122660,US,paid,learn,web
user_1311,2026-01-13T14:49:36.645639,BR,organic,learn,desktop
user_1312,2025-12-18T18:35:26.935286,DE,organic,build_app,web
user_1313,2026-01-13T19:30:37.436136,US,referral,internal_tool,desktop
user_1314,2026-01-09T22:17:39.962894,BR,organic,prototype,web
user_1315,2026-01-11T18:34:50.410476,IN,organic,internal_tool,web
user_1316,2026-01-04T02:44:34.827952,US,paid,internal_tool,web
user_1317,2025-12-25T03:10:15.544228,GB,social,build_app,desktop
user_1318,2026-01-16T15:56:50.517301,IN,paid,build_app,web
user_1319,2026-01-04T21:15:38.634940,IN,organic,learn,desktop
user_1320,2026-01-17T13:00:37.166636,CA,organic,prototype,desktop
user_1321,2025-12-31T09:18:52.198955,US,referral,build_app,web
user_1322,2025-12-18T22:48:44.643429,US,organic,prototype,desktop
user_1323,2026-01-08T09:51:15.131299,GB,organic,build_app,web
user_1324,2026-01-12T00:34:56.165248,US,organic,build_app,web
user_1325,2026-01-25T11:31:09.402390,GB,referral,build_app,desktop
user_1326,2026-01-23T22:46:30.446756,US,social,prototype,desktop
user_1327,2025-12-17T13:43:15.908562,GB,organic,learn,desktop
user_1328,2026-01-18T17:35:15.425709,US,organic,build_app,desktop
user_1329,2025-12-26T18:16:18.567283,DE,organic,build_app,web
user_1330,2026-01-15T08:58:27.295711,DE,organic,internal_tool,desktop
user_1331,2026-01-01T01:50:25.892911,US,organic,prototype,desktop
user_1332,2025-12-29T11:50:40.645067,IN,organic,internal_tool,desktop
user_1333,2026-01-05T23:20:47.137588,DE,organic,learn,web
user_1334,2026-01-07T20:58:25.143397,US,organic,build_app,web
user_1335,2026-01-15T06:02:30.851810,CA,social,learn,desktop
user_1336,2026-01-12T16:54:50.848711,GB,paid,build_app,web
user_1337,2026-01-14T12:30:57.397112,US,paid,build_app,web
user_1338,2026-01-01T06:48:10.697804,US,referral,prototype,desktop
user_1339,2026-01-14T11:31:39.388163,US,organic,build_app,web
user_1340,2025-12-30T13:01:05.922318,BR,paid,build_app,web
user_1341,2026-01-11T08:08:09.265711,IN,organic,internal_tool,web
user_1342,2026-01-04T16:17:44.175992,US,paid,build_app,desktop
user_1343,2026-01-09T07:49:20.817522,BR,social,learn,desktop
user_1344,2025-12-15T18:56:28.466558,US,organic,learn,web
user_1345,2026-01-06T10:41:21.610440,BR,organic,prototype,web
user_1346,2025-12-24T21:33:55.370066,BR,organic,learn,desktop
user_1347,2026-01-01T08:40:39.134183,US,organic,build_app,web
user_1348,2025-12-18T07:40:20.733587,IN,referral,build_app,desktop
user_1349,2026-01-13T13:27:11.493747,IN,paid,learn,web
user_1350,2026-01-24T05:00:12.127019,CA,organic,build_app,desktop
user_1351,2025-12-30T22:57:53.910324,US,organic,build_app,web
user_1352,2025-12-19T17:28:23.555831,IN,organic,prototype,web
user_1353,2026-01-11T21:53:21.184269,CA,organic,learn,desktop
user_1354,2025-12-20T17:11:57.711725,US,organic,prototype,web
user_1355,2026-01-24T02:57:03.704330,GB,referral,learn,web
user_1356,2025-12-20T12:15:12.101876,US,referral,build_app,web
user_1357,2025-12-31T06:49:12.440957,US,paid,learn,web
user_1358,2026-01-06T06:13:57.262434,CA,organic,internal_tool,web
user_1359,2025-12-20T07:18:09.469953,US,paid,prototype,desktop
user_1360,2025-12-29T08:14:50.624920,US,organic,learn,web
user_1361,2025-12-27T09:18:05.016052,US,paid,prototype,desktop
user_1362,2026-01-16T02:21:51.987907,DE,organic,build_app,desktop
user_1363,2026-01-28T09:10:30.933416,DE,paid,build_app,desktop
user_1364,2025-12-31T07:51:51.675161,US,paid,learn,desktop
user_1365,2026-01-19T13:58:37.338115,IN,social,build_app,web
user_1366,2025-12-21T07:34:05.883474,US,paid,prototype,web
user_1367,2026-01-10T02:18:24.674071,GB,paid,build_app,web
user_1368,2026-01-03T11:19:49.115162,US,organic,internal_tool,desktop
user_1369,2025-12-27T23:14:18.433393,DE,paid,prototype,web
user_1370,2026-01-20T23:26:49.674640,CA,organic,build_app,web
user_1371,2026-01-17T14:08:07.796673,US,social,prototype,web
user_1372,2025-12-21T00:43:00.079109,CA,social,build_app,web
user_1373,2025-12-28T03:47:59.153597,IN,organic,build_app,web
user_1374,2026-01-20T21:03:54.979401,DE,paid,learn,desktop
user_1375,2026-01-28T15:49:34.105601,US,organic,build_app,web
user_1376,2026-01-11T12:29:24.363178,DE,organic,build_app,web
user_1377,2026-01-23T05:26:04.854998,BR,social,internal_tool,web
user_1378,2026-01-28T06:57:33.287219,IN,organic,build_app,desktop
user_1379,2026-01-17T07:47:20.762863,GB,paid,prototype,web
user_1380,2026-01-13T00:18:38.796556,IN,organic,internal_tool,web
user_1381,2025-12-24T22:56:17.577453,US,social,build_app,web
user_1382,2025-12-31T16:03:30.929913,CA,organic,prototype,desktop
user_1383,2026-01-12T01:26:20.527847,IN,referral,learn,desktop
user_1384,2026-01-25T16:30:48.301986,DE,paid,learn,web
user_1385,2025-12-28T13:59:41.653418,IN,paid,prototype,web
user_1386,2026-01-01T18:49:32.843838,US,referral,learn,web
user_1387,2025-12-16T00:00:57.007044,US,paid,build_app,web
user_1388,2026-01-15T08:27:54.491757,US,organic,build_app,desktop
user_1389,2026-01-03T23:03:21.063372,DE,paid,build_app,web
user_1390,2026-01-19T21:33:01.509031,GB,paid,internal_tool,desktop
user_1391,2025-12-25T12:20:50.567186,DE,referral,build_app,web
user_1392,2026-01-13T16:25:04.156136,GB,paid,learn,web
user_1393,2026-01-14T06:56:24.124982,US,organic,build_app,desktop
user_1394,2026-01-04T21:28:12.232043,US,organic,internal_tool,web
user_1395,2025-12-23T11:41:39.152631,US,organic,learn,web
user_1396,2026-01-02T03:07:51.705431,US,paid,learn,desktop
user_1397,2026-01-17T12:38:46.827843,US,organic,internal_tool,web
user_1398,2025-12-23T12:19:13.651635,US,paid,prototype,desktop
user_1399,2025-12-19T01:14:39.455326,US,organic,internal_tool,web
user_1400,2026-01-04T19:48:18.112389,DE,organic,internal_tool,web
user_1401,2025-12-25T13:16:59.071475,IN,organic,build_app,web
user_1402,2026-01-20T00:35:42.620578,GB,referral,build_app,desktop
user_1403,2026-01-20T18:37:32.576375,CA,organic,learn,web
user_1404,2026-01-26T12:54:10.157667,US,paid,prototype,web
user_1405,2026-01-21T18:56:36.086635,CA,organic,build_app,web
user_1406,2026-01-13T03:14:21.627566,BR,social,learn,web
user_1407,2025-12-23T10:00:57.909758,IN,organic,learn,desktop
user_1408,2026-01-21T00:50:49.204125,CA,organic,build_app,web
user_1409,2026-01-16T18:20:30.919863,IN,referral,build_app,web
user_1410,2026-01-17T14:36:57.286216,US,organic,internal_tool,desktop
user_1411,2026-01-15T09:13:42.329552,US,paid,prototype,web
user_1412,2026-01-21T08:25:30.194968,US,organic,build_app,web
user_1413,2025-12-28T09:40:15.289642,DE,social,learn,desktop
user_1414,2026-01-14T06:14:48.275423,IN,organic,internal_tool,desktop
user_1415,2026-01-07T06:40:58.913963,DE,organic,build_app,web
user_1416,2025-12-30T04:52:16.766375,US,organic,learn,web
user_1417,2025-12-29T16:59:11.608135,US,paid,build_app,desktop
user_1418,2025-12-21T23:54:19.395039,IN,paid,learn,desktop
user_1419,2026-01-06T02:51:29.357803,DE,organic,internal_tool,desktop
user_1420,2025-12-31T14:12:53.632606,IN,organic,learn,desktop
user_1421,2026-01-02T23:14:15.453847,US,organic,build_app,desktop
user_1422,2026-01-22T07:48:04.835854,US,paid,build_app,desktop
user_1423,2026-01-14T16:01:58.940808,BR,organic,learn,web
user_1424,2026-01-14T14:40:05.362059,BR,social,prototype,web
user_1425,2026-01-28T06:46:11.031618,US,organic,internal_tool,desktop
user_1426,2025-12-24T19:15:04.948949,CA,organic,learn,desktop
user_1427,2026-01-06T20:31:37.426863,US,organic,prototype,desktop
user_1428,2025-12-19T03:55:12.636559,US,organic,learn,web
user_1429,2026-01-01T16:12:52.330308,IN,organic,build_app,web
user_1430,2026-01-26T18:22:46.885315,GB,social,build_app,web
user_1431,2025-12-18T20:47:38.131132,IN,paid,build_app,desktop
user_1432,2026-01-18T02:20:26.162524,DE,organic,build_app,desktop
user_1433,2026-01-22T22:40:08.001121,CA,organic,build_app,web
user_1434,2026-01-06T21:39:42.765205,US,organic,prototype,desktop
user_1435,2026-01-19T21:25:10.351165,US,organic,build_app,web
user_1436,2026-01-03T20:19:45.464379,US,paid,build_app,desktop
user_1437,2025-12-30T21:37:21.764782,IN,organic,build_app,desktop
user_1438,2026-01-06T18:11:21.441671,US,paid,prototype,desktop
user_1439,2025-12-23T18:19:21.896206,US,organic,prototype,desktop
user_1440,2025-12-28T20:05:06.850239,BR,paid,build_app,web
user_1441,2025-12-28T17:48:22.668477,CA,paid,prototype,web
user_1442,2026-01-28T11:28:53.037115,CA,organic,internal_tool,web
user_1443,2025-12-30T01:58:34.112940,US,paid,prototype,desktop
user_1444,2025-12-25T07:10:41.174115,IN,referral,prototype,web
user_1445,2026-01-26T06:56:54.554102,GB,organic,prototype,web
user_1446,2025-12-21T05:40:08.092920,CA,social,internal_tool,web
user_1447,2026-01-27T11:03:55.272522,US,referral,build_app,desktop
user_1448,2026-01-22T09:34:34.644921,CA,paid,prototype,web
user_1449,2026-01-13T02:49:23.727257,DE,paid,learn,web
user_1450,2026-01-03T06:01:57.164352,US,organic,prototype,web
user_1451,2025-12-23T21:01:10.292622,IN,organic,build_app,desktop
user_1452,2025-12-19T18:41:57.823177,US,referral,build_app,web
user_1453,2025-12-19T15:58:09.771775,US,referral,build_app,desktop
